
-2.00 7.000000000000e+00 -5.122510100594e+01
-2.00 7.500000000000e+00 -5.122510100594e+01
-2.00 8.000000000000e+00 -5.122510100594e+01
-2.00 8.500000000000e+00 -5.122510100594e+01
-2.00 9.000000000000e+00 -5.122510100594e+01
-2.00 9.500000000000e+00 -5.122510100594e+01
-2.00 1.000000000000e+01 -5.122510100594e+01
-2.00 1.050000000000e+01 -5.122510100594e+01
-2.00 1.100000000000e+01 -5.122510100594e+01
-2.00 1.150000000000e+01 -5.122510100594e+01
-2.00 1.200000000000e+01 -5.122510100594e+01
-2.00 1.250000000000e+01 -5.122510100594e+01
-2.00 1.300000000000e+01 -5.122510100594e+01
-2.00 1.350000000000e+01 -5.122510100594e+01
-2.00 1.400000000000e+01 -5.122510100594e+01

-1.99 7.000000000000e+00 -4.489816826938e+01
-1.99 7.500000000000e+00 -4.492777561763e+01
-1.99 8.000000000000e+00 -4.492777561763e+01
-1.99 8.500000000000e+00 -4.492777561763e+01
-1.99 9.000000000000e+00 -4.492777561763e+01
-1.99 9.500000000000e+00 -4.492777561763e+01
-1.99 1.000000000000e+01 -4.492777561763e+01
-1.99 1.050000000000e+01 -4.492777561763e+01
-1.99 1.100000000000e+01 -4.492777561763e+01
-1.99 1.150000000000e+01 -4.492777561763e+01
-1.99 1.200000000000e+01 -4.492777561763e+01
-1.99 1.250000000000e+01 -4.492777561763e+01
-1.99 1.300000000000e+01 -4.492777561763e+01
-1.99 1.350000000000e+01 -4.492777561763e+01
-1.99 1.400000000000e+01 -4.489816826938e+01

-1.98 7.000000000000e+00 -4.108971676787e+01
-1.98 7.500000000000e+00 -3.940376098274e+01
-1.98 8.000000000000e+00 -3.940376098274e+01
-1.98 8.500000000000e+00 -3.940376098274e+01
-1.98 9.000000000000e+00 -3.940376098274e+01
-1.98 9.500000000000e+00 -3.940376098274e+01
-1.98 1.000000000000e+01 -3.940376098274e+01
-1.98 1.050000000000e+01 -3.940376098274e+01
-1.98 1.100000000000e+01 -3.940376098274e+01
-1.98 1.150000000000e+01 -3.940376098274e+01
-1.98 1.200000000000e+01 -3.940376098274e+01
-1.98 1.250000000000e+01 -3.940376098274e+01
-1.98 1.300000000000e+01 -3.940376098274e+01
-1.98 1.350000000000e+01 -3.940376098274e+01
-1.98 1.400000000000e+01 -4.108971676787e+01

-1.97 7.000000000000e+00 -3.283462182075e+01
-1.97 7.500000000000e+00 -3.455813846902e+01
-1.97 8.000000000000e+00 -3.455813846902e+01
-1.97 8.500000000000e+00 -3.455813846902e+01
