metal,termination,aquBarrier
Ag,111,0.9211432833062645
Al,111,0.42293291512146425
Au,111,0.6748987033060985
Cu,111,0.9224773373298376
Fe,bcc,1.1797642795904721
Co,0001,1.2683703589541437
Ni,111,0.9407417913198515
Ir,111,0.508474237356495
Os,0001,0.6683471932174143
Pd,111,0.8931894116376498
Pt,111,0.7273437396816007
Re,0001,1.0134065843885764
Rh,111,0.624421920646455
Ru,0001,0.7229648793463639
W,bcc,1.4736094331474305
Zn,0001,0.3674167596350344
