metal,termination,aquBarrier
Ag,111,0.8849501404520197
Al,111,
Au,111,0.6233095416082506
Cu,111,1.0297589557139872
Fe,bcc,4.554617188202428
Co,0001,1.3050021724120597
Ni,111,0.9667067313184816
Ir,111,0.551837196244378
Os,0001,0.7726825536465185
Pd,111,1.0119207473298957
Pt,111,0.90265472068495
Re,0001,1.1351015464751981
Rh,111,0.7173210875571385
Ru,0001,0.8019271124212537
W,bcc,1.4482748033242387
Zn,0001,0.23037093104585438
