
-2.00 7.000000000000e+00 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 7.500000000000e+00 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 8.000000000000e+00 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 8.500000000000e+00 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 9.000000000000e+00 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 9.500000000000e+00 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.000000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.050000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.100000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.150000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.200000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.250000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.300000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.350000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00
-2.00 1.400000000000e+01 0.000000000000e+00 1.941884842056e+05 3.883769684113e+05 0.000000000000e+00

-1.99 7.000000000000e+00 0.000000000000e+00 1.686008994316e+05 3.372017988633e+05 0.000000000000e+00
-1.99 7.500000000000e+00 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 8.000000000000e+00 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 8.500000000000e+00 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 9.000000000000e+00 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 9.500000000000e+00 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.000000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.050000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.100000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.150000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.200000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.250000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.300000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.350000000000e+01 0.000000000000e+00 1.687201367703e+05 3.374402735407e+05 0.000000000000e+00
-1.99 1.400000000000e+01 0.000000000000e+00 1.686008994316e+05 3.372017988633e+05 0.000000000000e+00

-1.98 7.000000000000e+00 0.000000000000e+00 1.533058463333e+05 3.066116926667e+05 0.000000000000e+00
-1.98 7.500000000000e+00 0.000000000000e+00 1.465632855692e+05 2.931265711383e+05 0.000000000000e+00
-1.98 8.000000000000e+00 0.000000000000e+00 1.465632855692e+05 2.931265711383e+05 0.000000000000e+00
-1.98 8.500000000000e+00 0.000000000000e+00 1.465632855692e+05 2.931265711383e+05 0.000000000000e+00
-1.98 9.000000000000e+00 0.000000000000e+00 1.465632855692e+05 2.931265711383e+05 0.000000000000e+00
-1.98 9.500000000000e+00 0.000000000000e+00 1.465632855692e+05 2.931265711383e+05 0.000000000000e+00
