
-2.00 7.000000000000e+00 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 7.500000000000e+00 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 8.000000000000e+00 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 8.500000000000e+00 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 9.000000000000e+00 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 9.500000000000e+00 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.000000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.050000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.100000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.150000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.200000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.250000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.300000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.350000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00
-2.00 1.400000000000e+01 0.000000000000e+00 1.909077793672e+06 3.818155587344e+06 0.000000000000e+00

-1.99 7.000000000000e+00 0.000000000000e+00 1.555013332192e+06 3.110026664384e+06 0.000000000000e+00
-1.99 7.500000000000e+00 0.000000000000e+00 1.556609133199e+06 3.113218266399e+06 0.000000000000e+00
-1.99 8.000000000000e+00 0.000000000000e+00 1.556609133199e+06 3.113218266399e+06 0.000000000000e+00
-1.99 8.500000000000e+00 0.000000000000e+00 1.556609133199e+06 3.113218266399e+06 0.000000000000e+00
-1.99 9.000000000000e+00 0.000000000000e+00 1.556609133199e+06 3.113218266399e+06 0.000000000000e+00
