
-5.000000000000000000e-01	-2.999999999999999889e-01	-2.117897552350e+03
-5.000000000000000000e-01	-2.868686868686868285e-01	-1.307932337595e+03
-5.000000000000000000e-01	-2.737373737373737237e-01	-7.776143867944e+02
-5.000000000000000000e-01	-2.606060606060606188e-01	-4.379684639540e+02
-5.000000000000000000e-01	-2.474747474747474585e-01	-2.278233300647e+02
-5.000000000000000000e-01	-2.343434343434343259e-01	-1.055733496345e+02
-5.000000000000000000e-01	-2.212121212121211933e-01	-4.215065332469e+01
-5.000000000000000000e-01	-2.080808080808080607e-01	-1.459893325367e+01
-5.000000000000000000e-01	-1.949494949494949281e-01	-4.629233303477e+00
-5.000000000000000000e-01	-1.818181818181817955e-01	-1.413915646893e+00
-5.000000000000000000e-01	-1.686868686868686629e-01	-4.263596987628e-01
-5.000000000000000000e-01	-1.555555555555555303e-01	-1.280525535334e-01
-5.000000000000000000e-01	-1.424242424242423977e-01	-3.841240561889e-02
-5.000000000000000000e-01	-1.292929292929292651e-01	-1.151849003478e-02
-5.000000000000000000e-01	-1.161616161616161325e-01	-3.453597991197e-03
-5.000000000000000000e-01	-1.030303030303029999e-01	-1.035460801947e-03
-5.000000000000000000e-01	-8.989898989898986725e-02	-3.104496910892e-04
-5.000000000000000000e-01	-7.676767676767673465e-02	-9.307809877650e-05
-5.000000000000000000e-01	-6.363636363636360205e-02	-2.790637227861e-05
-5.000000000000000000e-01	-5.050505050505046944e-02	-8.366795303139e-06
-5.000000000000000000e-01	-3.737373737373733684e-02	-2.508504401264e-06
-5.000000000000000000e-01	-2.424242424242423199e-02	-7.520913243066e-07
-5.000000000000000000e-01	-1.111111111111107164e-02	-2.254894807377e-07
-5.000000000000000000e-01	2.020202020202088722e-03	-6.760549431329e-08
-5.000000000000000000e-01	1.515151515151519357e-02	-2.026925087524e-08
-5.000000000000000000e-01	2.828282828282829842e-02	-6.077058306480e-09
-5.000000000000000000e-01	4.141414141414145877e-02	-1.822003086295e-09
-5.000000000000000000e-01	5.454545454545461913e-02	-5.462668085972e-10
-5.000000000000000000e-01	6.767676767676772398e-02	-1.637798687447e-10
-5.000000000000000000e-01	8.080808080808082883e-02	-4.910392690472e-11
-5.000000000000000000e-01	9.393939393939398919e-02	-1.472217350413e-11
-5.000000000000000000e-01	1.070707070707071495e-01	-4.413952358314e-12
-5.000000000000000000e-01	1.202020202020202544e-01	-1.323376311130e-12
-5.000000000000000000e-01	1.333333333333333592e-01	-3.967702332264e-13
-5.000000000000000000e-01	1.464646464646465196e-01	-1.189583229673e-13
-5.000000000000000000e-01	1.595959595959596800e-01	-3.566569024655e-14
-5.000000000000000000e-01	1.727272727272727848e-01	-1.069317167257e-14
-5.000000000000000000e-01	1.858585858585858896e-01	-3.205993712980e-15
-5.000000000000000000e-01	1.989898989898990500e-01	-9.612121649784e-16
-5.000000000000000000e-01	2.121212121212122104e-01	-2.881886202292e-16
-5.000000000000000000e-01	2.252525252525253152e-01	-8.640451752254e-17
-5.000000000000000000e-01	2.383838383838384201e-01	-2.590600131780e-17
-5.000000000000000000e-01	2.515151515151515249e-01	-7.767358956476e-18
-5.000000000000000000e-01	2.646464646464647408e-01	-2.328978064352e-18
-5.000000000000000000e-01	2.777777777777778456e-01	-6.983890022988e-19
-5.000000000000000000e-01	2.909090909090909505e-01	-2.094658975521e-19
-5.000000000000000000e-01	3.040404040404041663e-01	-6.285002642296e-20
-5.000000000000000000e-01	3.171717171717172712e-01	-1.887413804826e-20
-5.000000000000000000e-01	3.303030303030303760e-01	-5.678089562930e-21
-5.000000000000000000e-01	3.434343434343434809e-01	-1.714548136761e-21
-5.000000000000000000e-01	3.565656565656565857e-01	-5.217109424677e-22
-5.000000000000000000e-01	3.696969696969698016e-01	-1.612430626137e-22
-5.000000000000000000e-01	3.828282828282829064e-01	-5.138280152817e-23
-5.000000000000000000e-01	3.959595959595960113e-01	-1.731990527919e-23
-5.000000000000000000e-01	4.090909090909092272e-01	-6.398691337541e-24
-5.000000000000000000e-01	4.222222222222223320e-01	-2.678002797907e-24
-5.000000000000000000e-01	4.353535353535354369e-01	-1.281346365450e-24
-5.000000000000000000e-01	4.484848484848485417e-01	-6.855262344395e-25
-5.000000000000000000e-01	4.616161616161616466e-01	-3.953508674211e-25
-5.000000000000000000e-01	4.747474747474748624e-01	-2.380956267881e-25
-5.000000000000000000e-01	4.878787878787879673e-01	-1.466951944419e-25
-5.000000000000000000e-01	5.010101010101011276e-01	-9.141796975704e-26
-5.000000000000000000e-01	5.141414141414142325e-01	-5.728777557838e-26
-5.000000000000000000e-01	5.272727272727273373e-01	-3.599608313277e-26
-5.000000000000000000e-01	5.404040404040404422e-01	-2.264671264726e-26
-5.000000000000000000e-01	5.535353535353535470e-01	-1.425675727423e-26
-5.000000000000000000e-01	5.666666666666666519e-01	-8.977655905287e-27
-5.000000000000000000e-01	5.797979797979799788e-01	-5.654125703413e-27
