
-1.000000000000000000e+00	-2.999999999999999889e-01	-9.662068086493e+02
-1.000000000000000000e+00	-2.734693877551020447e-01	-5.675849729016e+02
-1.000000000000000000e+00	-2.469387755102040727e-01	-3.223035466019e+02
-1.000000000000000000e+00	-2.204081632653061007e-01	-1.744034897575e+02
-1.000000000000000000e+00	-1.938775510204081565e-01	-8.773948655268e+01
-1.000000000000000000e+00	-1.673469387755101845e-01	-3.931414338282e+01
-1.000000000000000000e+00	-1.408163265306122125e-01	-1.470754921358e+01
-1.000000000000000000e+00	-1.142857142857142683e-01	-4.396540874076e+00
-1.000000000000000000e+00	-8.775510204081629628e-02	-1.111921597188e+00
-1.000000000000000000e+00	-6.122448979591832430e-02	-2.624944551380e-01
-1.000000000000000000e+00	-3.469387755102038007e-02	-6.078049695701e-02
-1.000000000000000000e+00	-8.163265306122435838e-03	-1.400780405360e-02
-1.000000000000000000e+00	1.836734693877556390e-02	-3.224784890074e-03
-1.000000000000000000e+00	4.489795918367350813e-02	-7.422013213052e-04
-1.000000000000000000e+00	7.142857142857145236e-02	-1.708116125487e-04
-1.000000000000000000e+00	9.795918367346945210e-02	-3.931037757019e-05
-1.000000000000000000e+00	1.244897959183673963e-01	-9.046814334912e-06
-1.000000000000000000e+00	1.510204081632653406e-01	-2.082014825268e-06
-1.000000000000000000e+00	1.775510204081633403e-01	-4.791504252282e-07
-1.000000000000000000e+00	2.040816326530612845e-01	-1.102706454238e-07
-1.000000000000000000e+00	2.306122448979592288e-01	-2.537744815546e-08
-1.000000000000000000e+00	2.571428571428571730e-01	-5.840311116456e-09
-1.000000000000000000e+00	2.836734693877551172e-01	-1.344076618887e-09
-1.000000000000000000e+00	3.102040816326531725e-01	-3.093229197203e-10
-1.000000000000000000e+00	3.367346938775511167e-01	-7.118692991493e-11
-1.000000000000000000e+00	3.632653061224490609e-01	-1.638282043229e-11
-1.000000000000000000e+00	3.897959183673470052e-01	-3.770316053692e-12
-1.000000000000000000e+00	4.163265306122449494e-01	-8.676982490673e-13
-1.000000000000000000e+00	4.428571428571428936e-01	-1.996939370579e-13
-1.000000000000000000e+00	4.693877551020409489e-01	-4.595951181147e-14
-1.000000000000000000e+00	4.959183673469388931e-01	-1.057853870783e-14
-1.000000000000000000e+00	5.224489795918367818e-01	-2.435487250661e-15
-1.000000000000000000e+00	5.489795918367348371e-01	-5.611122847120e-16
