Ag	-8.47256821648078	-178.639
Au	-7.64606472766145	-137.628
Cu	-7.21347480918082	-162.281
Ir	-1.21897863939859	-191.767
Ni	-3.94406589123372	-219.441
Pd	-3.43354742555764	-131.05
Pt	0.104896624386409	-179.108
Rh	-3.64768650972731	-145.233
